class,feature029,feature046,feature060,feature062,feature064,feature065,feature066,feature068,feature097,feature104,feature125,feature170,feature268,feature332,feature342,feature442,feature511,feature563
X1,68.19987644769927,126.93614798080456,2.1008434849739075,10.678905830155825,13.783372620661742,17.899156515026093,24.13763285048888,1.042910333873285,-0.5286988901477773,-0.015406647283118219,15.972199418493547,0.1971280428986065,0.03318892119480297,0.08646138760726899,2.1642487145885827,0.8149518347635865,47.53423759172358,265.5844249850605
X1,69.48593875577139,129.59452534278105,2.9818454835288226,10.601324300984851,15.210828155412525,17.018154516471178,24.092938683372363,0.9719343223303556,-0.0929837849507574,-0.012386751941824332,15.845130436900073,0.4215785145564005,0.05156291504674591,0.08835856796177105,2.950110439822171,0.8970214325252455,36.44562708665165,263.9899058932392
X1,68.05760700917452,127.05581062282613,1.9096393347263336,10.673237459351192,13.449458899568114,18.090360665273668,24.308150781635312,1.0543671115701785,-0.602067614374333,-0.015806767575209962,15.9842030272563,0.16871950216009282,0.03252205404131673,0.0853410507894121,2.011882907360047,0.8000140105254948,49.69863496242158,265.80262391768116
X1,70.2338722599222,135.46574444912892,2.5142257662408056,10.4072307043178,14.201092681422084,17.485774233759194,25.79782093479,0.9683441517561674,-0.10268846478410996,-0.011320920052612201,15.749766531023198,0.5146985638244078,0.07652581982039847,0.07994410567851738,2.7231443438352088,0.8835021964568179,39.79968784917179,263.4996232242016
X1,66.36752900005078,134.29422297605495,0.5815921473662369,10.286606201023957,18.137865440919438,19.418407852633763,28.04831566218373,0.788518610152998,0.15398410593029113,-0.013967675486230291,15.660780246884096,0.4914792945145164,0.06835047618479002,0.0713769100500038,5.891258646872128,0.9069046208224493,29.38483296881269,264.26225806033284
X1,70.31674674402576,136.6398448657437,2.384362900044117,10.365557538124104,14.066190579990856,17.615637099955883,26.185238906628616,0.9643868407659931,-0.1000585728568956,-0.011151453129644506,15.728758027905133,0.5332370742845814,0.08146047681027557,0.07807757703636307,2.73378782956074,0.8811701751501998,40.295558156036236,263.41350690872736
X1,67.8277869123689,136.77807947309708,4.416162633375824,10.486051316807792,20.207035236887542,25.26264494187981,33.378042014648955,0.890547181433998,0.08217960551902652,-0.010999569651670755,15.742269864389673,0.44163808136619626,0.07444283088603988,0.08228544659791515,4.769575855734293,0.9158625327798539,33.15019028102551,263.39800367595444
X1,67.93094855803032,129.52892516797894,2.1441053929544056,10.537188351081568,16.776312318118475,17.855894607045595,25.15183480421931,0.8968535357542569,0.013116699814586907,-0.013411447809310629,15.801252525765449,0.4186080805452075,0.049954882088629526,0.0841892929760972,4.252009623545502,0.9057874747423456,32.35314802470147,264.272
X1,67.21680904823774,131.63233695527282,1.4413047485766932,10.425550166939338,17.401465248180553,18.558695251423305,26.447104229732837,0.8478665019918699,0.07694353900472634,-0.013672711989376694,15.738549122549594,0.45074357469333337,0.05805407167067751,0.07846760743265041,4.995776491357573,0.9064145087745041,30.97989124143822,264.272
X1,66.05340955565981,131.52704781973605,1.933368098025024,10.4037783759702,16.247785208802668,18.066631901974976,24.919416283999944,0.9570805309351533,0.11253053178451955,-0.010705747139453888,15.696030890662223,0.5450463359933346,0.08024461202137172,0.07325596263594926,4.263490523816645,0.9452897987000644,59.19488752539009,264.272
X1,66.37676235775884,134.35829046142024,0.7006144311819225,10.292960716824327,18.25789290261001,19.650144835693762,28.26207391991797,0.7902706621189136,0.15419213845971974,-0.013891264627268538,15.662981453768444,0.489211127738934,0.06842623972713481,0.0716981117679039,5.885536915107328,0.9075139295438538,29.40059470250602,264.2403264382011
X1,66.34264963856455,134.2794459800302,0.5702350158682092,10.286108821800305,18.163516260217502,19.42976498413179,28.06005271065333,0.7874106719315518,0.15558452911488713,-0.01398541718055494,15.660351999090054,0.49121622801246123,0.06826788553879597,0.07133469705316238,5.911150145122875,0.9070667432016227,29.316097362521056,264.26760503993273
X1,66.33252057659676,137.13085830651522,4.734368136127107,10.305568654945283,16.690155788843427,21.44561784996409,29.725256445813972,0.8605671320433029,0.08187497012885288,-0.01301120224222541,15.681629950951319,0.5011969768770504,0.07376198738748208,0.057209631951712074,4.953812307961401,0.9373274316821946,27.39608702575406,264.272
X1,66.33418455912515,134.28728595019547,0.591588114112243,10.287294808099325,18.200698701758192,19.4854557554204,28.11195471024518,0.787328221597476,0.156305221327208,-0.01397611640044488,15.660654872891028,0.4906070762653835,0.06824969329584855,0.07138744479191955,5.918282856668462,0.9072689542632317,29.290569324236035,264.2650429385812
X1,68.58537459303334,135.61150338653275,1.5940121829756535,10.330944570392115,15.851249019187502,18.405987817024346,27.00202831122668,0.8872846457320033,0.0113159949006513,-0.012386110035213642,15.698955964667258,0.514930092581315,0.07571293604297097,0.07513994508862962,4.118051092584012,0.8924523848045385,35.51219928322902,263.78560695544024
X1,69.2493951137704,139.14881254837957,8.056386212060227,10.675227426666115,22.116662968068503,30.761363868428393,38.39029503164399,0.9887908133652528,0.011626969378627838,-0.008166497475048527,15.819950875684153,0.39502947458950805,0.08033744880191517,0.09265814634135458,3.6762384691207437,0.9240418863220373,36.82377099985401,262.5727571677319
X1,65.85751127226511,129.52991321363035,2.9336422896061096,10.489835569020268,14.836207152966596,17.06635771039389,22.623444886335033,1.0814020382446237,0.08019343483196571,-0.008304848989844321,15.722290714173578,0.5844360712603666,0.08902289588088169,0.07468149591227993,3.050736845995113,0.973050183554925,81.01214912316091,264.272
X1,71.44038021546862,139.0103893478133,-2.0827071638528256,10.48345345879402,11.490937140609812,22.082707163852824,28.08169884955515,1.0474723819407867,-0.10921410731626674,-0.005153011228493414,15.758007433188613,0.5992594812510069,0.1122327898070449,0.10476624702685512,2.0149005864400182,0.7031151621305617,97.33103108087249,264.272
X1,72.20831451593973,137.80610380732452,-1.1392450232740492,10.468972411985137,8.326225035918387,21.13924502327405,23.53344339766498,1.3700596405886811,-0.2880330944259651,-0.004439929378055967,15.774463168198707,0.5833522707412485,0.0962707268472528,0.08907844631723129,1.3963295074105495,0.7514401706102072,76.39807454168096,264.272
X1,72.46747982326781,137.28464076237123,-0.7353660751004004,10.46294314506217,7.316568398027169,20.7353660751004,22.05682818388392,1.465462436839612,-0.35471023628981785,-0.004162531014159322,15.778829094192478,0.5809272645188029,0.0916236197890481,0.0839264578272123,1.2479489815461915,0.7698989611065249,68.64670876377124,264.42117339987817
X1,72.6931995983277,137.27274864324662,-0.5829266048776918,10.473151014459319,8.073983362320183,20.58292660487769,22.40876483725328,1.4366269397032911,-0.3127094230322633,-0.004811555031035095,15.78,0.5658708252178039,0.09044133372672368,0.0858996722732205,1.2918789629281497,0.7790137680741493,66.06907789959004,264.010458298394
X1,72.19161922550835,137.83228560028317,-1.1597563800897448,10.469287237461844,8.39502752030685,21.159756380089746,23.63232483280706,1.3630464260867563,-0.2841454767969437,-0.004455432147742249,15.774105411975178,0.5836981017573271,0.0966177503840765,0.08941950725032947,1.4097775638530263,0.7503895598337753,76.85316788598772,264.272
X1,66.26793505753824,129.5372171062322,2.9430940448080656,10.511520314708259,13.919212185039557,17.056905955191937,21.95316919804248,1.1432174997006077,0.04129744767234661,-0.00736135431388393,15.73350949538406,0.5947365816617385,0.09155086706462316,0.0757106521968264,2.588958904078277,0.9662144547100644,86.14940181149915,264.272
X1,67.07908783842146,130.56623632320066,2.4504306993636535,10.505315026960941,13.047989785316119,17.549569300636346,21.95970300102348,1.1871047014742855,-0.009671082471800041,-0.006947668464062735,15.739593110822607,0.5925464801038615,0.0914656964484835,0.0767692012831336,2.4056595709148563,0.9402374167874687,83.95170790155493,264.272
X1,71.95276876460835,138.20685430521598,-1.4532012320525944,10.473791274724528,9.379347330422933,21.453201232052592,25.046967869728896,1.2627121717615517,-0.22852744090165944,-0.0046772218614351,15.768987187813035,0.5886457184473983,0.10158242782135493,0.09429888095157221,1.6021716101079713,0.7353590415442828,83.36394141741903,264.272
X1,69.22261612409588,133.28549199248747,1.1485331516227455,10.488917117565078,10.745723306137045,18.851466848377253,21.97696903503442,1.3030797194956103,-0.1443590088625206,-0.005854474504338577,15.755669492583255,0.5867589826700277,0.0912406271038344,0.07956649170948658,1.9212781884664902,0.8715912666694959,78.14414714328386,264.272
X1,72.23688436593935,137.7613001604144,-1.1041449218459427,10.468433666242287,8.208486643366376,21.104144921845943,23.364232338931505,1.3820610182920936,-0.29468578806873413,-0.004413400231627747,15.775075379270127,0.582760466705542,0.09567688210797495,0.08849480509581044,1.3733164932358544,0.753238030456612,75.61929512265199,264.272
X1,74.31752197093769,136.35372221939522,1.1301333863241596,10.538059585554524,13.901354999057903,18.869866613675843,25.31795529850237,1.1356207507730463,-0.05819180529182777,-0.00919726929422468,15.78,0.47888749233121053,0.08715204802933149,0.10095729124350473,2.035403721014224,0.8601494819431567,42.505804687275926,262.13483449850327
X1,70.68571053648485,136.78529376614853,1.9545995433978036,10.380870585760265,13.030372704419307,18.045400456602195,25.55865029050305,1.0405955646086018,-0.13948360074793456,-0.01011434560508933,15.737142423151527,0.5402853323733434,0.0830142058598809,0.07899995139297099,2.4635557718568712,0.8645581236775499,44.61749235821485,263.5228495566887
X1,72.49308201688966,133.46776117571451,2.102325709850993,10.424962713683211,9.127789050710387,17.897674290149006,23.820765506004264,1.0341462019490077,-0.5684462671268731,-0.0029323955848813057,15.74038736202754,0.677031594931148,0.1153806102669798,0.08807816490102559,3.209553690458648,0.8420925341122785,45.39953253781097,269.3186500776913
X1,73.88700316470363,137.97495136282052,2.0023624109158993,10.455872305621485,12.074096918756444,17.997637589084103,22.843880626514693,1.386054736314295,0.25902449404932554,-0.012558329339348712,15.712843184242956,0.39417195158009416,0.10151612219938543,0.040026084940577855,1.9140800281509058,0.7134210463688243,45.33646762255894,270.87837167007103
X1,72.50393453403241,134.46038389867442,0.5710591156719254,10.646262543344543,13.695108036663802,19.428940884328078,23.515506084301695,1.4994483114731032,0.07858848721669057,-0.010525560509134084,15.755488789817319,0.3603859490426257,0.11594475350524298,0.03483721974543296,2.2655839223812335,0.5596202375563327,32.76501997905872,267.20824328571746
X1,72.53011008100968,134.8085868714811,1.0285151956579415,10.570991246780078,14.730051526242308,18.97148480434206,24.368007778245676,1.2109751366760815,0.1661608099964913,-0.009856784336268902,15.70080245105084,0.38617595576611347,0.11087038230644539,0.05600405620171223,2.1928140679762467,0.6743870147925336,46.47736177681857,275.4990189937111
X1,74.57393131458005,137.20196384350365,1.7348697779295035,10.510317089063626,13.434455595502538,18.265130222070496,24.075251063235896,1.2678658467785455,0.16520927657331339,-0.011545268146228046,15.743781242216937,0.4134678473584354,0.09592035918869078,0.06781905463910662,1.989329239282757,0.7788397106838413,41.785652610090565,267.0932815148179
X1,71.92035543497188,138.98657313261185,7.771365822941181,10.343264070877828,12.119504911851278,19.028950819097343,23.85439857277202,1.3344903701045552,0.18308965765996835,-0.011269928755541333,15.723600633284077,0.3577393825480249,0.0969796358616557,0.03070786067750305,2.359366613763338,0.7726080466852523,39.47693780479338,269.39379315319934
X1,74.54745375113879,137.44570756996228,1.7839402577904984,10.500510142748523,13.02008530247528,18.216059742209502,23.63586888647182,1.3141717925628646,0.2032573684130795,-0.011855086620338262,15.735439975606278,0.4029816836193204,0.09811292069777847,0.059394375362340365,1.9395676259025931,0.7558416470287368,42.86053205773048,268.3339853426777
X1,74.23476205311619,138.1034186710516,1.9611119880591752,10.4647074178976,11.88345122866712,18.038888011940827,22.515088233953573,1.4276548112977763,0.29518364081643517,-0.012703307050443254,15.711137564112434,0.38027114751632324,0.1034861134501407,0.03623108015016187,1.8383249100536807,0.6967912500962149,45.81778509529217,271.6220220469795
X1,72.63402722612373,134.98998473475172,1.0770819201002362,10.565604266471276,14.570480433851852,18.922918079899766,24.256813397707603,1.2240909407719505,0.17437823758618906,-0.010014716878533364,15.701295990245416,0.38536161609506236,0.11054464643802493,0.05480722365486436,2.171081069543073,0.6749940680018626,46.45919459906621,275.3175939857848
X1,74.62133961679828,136.7655386311391,1.6470086669777986,10.527876509732216,14.176389124457026,18.352991333022203,24.861968582449645,1.1849546575705987,0.09708384498788508,-0.010990535537013785,15.758716350926552,0.4322434125933796,0.09199455918502063,0.0829035144358175,2.0784278306704014,0.8200179389832076,39.86107183003044,264.8717907736106
X1,71.56029322726387,137.11543008915353,2.278351816168637,10.396760247767066,13.349627858269564,17.721648183831363,25.043693636668518,1.107725954254577,0.01709869742505249,-0.011588343834015542,15.724254778423347,0.4871764441502746,0.0883357309210347,0.06541688199194615,2.420925983672938,0.8246840896276292,42.11617280282371,265.90291660742093
X1,72.0047294484029,133.5120311418499,0.22451371805388498,10.690940135503514,14.188219846884486,19.775486281946115,23.825723219672216,1.5106514539177995,0.01736649537174967,-0.009947084995638579,15.767058300087228,0.35768639664631335,0.11877928352137096,0.035126457502180713,2.387102345249523,0.5275534115915652,29.363564677188034,265.9595074772518
X1,72.74396916933084,137.55269759592917,2.13794668271977,10.42683254841892,12.70072218155891,17.862053317280232,23.92457444812446,1.2493212077099365,0.1401745224867016,-0.012081808226951398,15.718449314977043,0.4398619170628954,0.09504104120151606,0.05249972582391929,2.163076324705337,0.7680808210261632,43.754445560053526,268.4340986700095
X1,72.18502529542833,137.34621541150455,2.2042474213059293,10.412632100791205,13.007142072212952,17.79575257869407,24.453033963413024,1.1824584822968114,0.08205686038099227,-0.011848789298697376,15.721190714132973,0.4622043201837223,0.09187472517641726,0.05859933894586284,2.284835568215954,0.7948094627964776,42.980836425245954,267.2388486380242
X1,70.47583163260443,131.8131509007273,4.282402712623892,10.548593008248787,13.719436024940851,15.717597287376107,20.761906914493302,0.9614208128839032,-0.024573806852148848,-0.008261915591312572,16.049682250898332,0.26541261899704116,0.03178731277768966,0.08398252379940822,1.5401422234083526,0.6252300756333163,25.844192068482542,274.3120516605582
X1,70.4616362625034,130.62850881826932,10.453893956600176,10.552129805305647,13.327649013111648,16.103178379253997,21.61454977002875,0.9720792507072445,0.012871066147601237,-0.008122921871906146,15.99131513196975,0.31263740933267403,0.027328039491921665,0.08395251234122551,1.5643411160359624,0.522186755742738,32.631847140283554,273.4804762035683
X1,69.29314144988116,126.63120186359677,3.311161511943303,10.701363563545048,15.647320755425095,16.688838488056696,22.98771856333222,0.9715497101088986,-0.08673617644384504,-0.01246308388840407,15.916595588903874,0.3585307522136718,0.03659474911056459,0.092409268999286,2.9019557453941554,0.8671768237438053,33.54931195068285,265.55142228337746
X1,70.9987218620162,130.41863697271492,4.250952008032077,10.576269988456858,14.02970014604514,15.749047991967922,21.2311392424772,0.9546359557933406,-0.07930247489854228,-0.00784898951004725,16.07,0.2781587591804564,0.03131319571414497,0.08653175183609127,1.2731538847649704,0.5279010265267919,27.0490022864982,276.20521627726174
X1,71.27775672033073,129.10406801187983,3.8170403268367985,10.612948334812511,16.75153172790571,16.1829596731632,22.236045234241196,1.0569199956217314,0.2022399073451292,-0.005672868815599941,15.960372128935996,0.3389692800596822,0.05848005301337689,0.0942356559220003,1.7526726724416481,0.551411338350689,67.55977976140736,267.79944747890113
X1,69.40746624042369,130.7957871940961,17.21208164514643,10.509368177052261,12.317720958894398,16.073807095646437,21.38432331673377,0.9958656166987028,0.10879034400000237,-0.008762159430375322,15.910569335110486,0.35536539350403473,0.02355990230515599,0.08277496947036125,1.887223371226946,0.525046502714837,40.85826256838743,269.48086773247275
X1,69.61516573622725,130.76282891071645,15.88053915574071,10.51779335367647,12.516703611849156,16.079594018693594,21.42968404343673,0.9911790707716253,0.08989169840156103,-0.00863621265157126,15.926478401906788,0.3469468456576579,0.024302325422316792,0.083006976694474,1.82360699037523,0.5244830565991346,39.23744021440227,270.26889684111626
X1,70.24968754202598,128.3015507725404,3.553826165985549,10.654505266506597,15.06552310763225,16.44617383401445,22.48725465427474,0.9616827364875469,-0.08406305211614817,-0.010300998035119847,15.983423697096296,0.3203994198921137,0.034157488694135096,0.0892251061971765,2.182177709509898,0.715673571406398,29.657400172163733,270.7034763184944
X1,71.38106153499626,129.77016773067163,3.8420709153677337,10.60357974310522,15.557858718849019,16.157929084632265,22.041736351273908,1.0040696958378423,0.06385651075267232,-0.006566818405990489,16.01400910435943,0.30571435529715385,0.045035051173903044,0.08976590797004755,1.5065862291989383,0.5357493415270467,46.54863889475323,272.4858888115645
X1,69.45811248894725,130.2713484392387,5.453925550590735,10.521173895831312,13.143072111323196,14.546074449409264,19.32097261718791,0.9726638247943483,-0.07522440780783073,-0.00894584893444553,16.07,0.300658439680934,0.03229755673604086,0.09103168793618678,1.34686846300466,0.5546193971211091,34.6977124234343,272.51920611927096
X1,66.78517453273587,130.0158046793957,7.541069571931963,10.425582865559706,11.604783581812004,12.458930428068037,16.00685745946099,1.0039419515958288,-0.0681490125095239,-0.01084888629054185,16.07,0.3396951033957302,0.0340054107735632,0.09883902067914604,1.4747623325002612,0.6009754352824296,47.968128661620014,266.1240246861945
X1,68.37849829383674,130.16813292315936,6.296934385660687,10.482564158195373,12.52174899801386,13.703065614339312,17.982383459067577,0.9852972305241273,-0.0723666171201272,-0.009714496084931306,16.07,0.3164255607165396,0.03298736828134861,0.09418511214330792,1.398525493297563,0.5733428533508907,40.057705801685856,269.9361575156129
X1,69.47040373588148,130.7858001125075,16.80859511257391,10.511921190064959,12.378017060086504,16.075560660052485,21.398068610239587,0.9944454906562343,0.10306364053878933,-0.008723994798399509,15.915390130728483,0.3528143891561777,0.023784872767329216,0.08284527273979038,1.8679462147494779,0.5248757662033662,40.36711790216099,269.71965780875087
X1,73.12404958018276,135.63843242120393,1.0015395362912678,10.590763815625035,13.08256208760424,18.998460463708735,23.130152812160365,1.4855317120751599,0.1546387507080333,-0.011244145675981417,15.741117086480372,0.3637393464879133,0.11242368618769105,0.03447792716200929,2.114633131665504,0.5994538086385699,36.99032471295993,268.7594291325519
X1,70.48935539229035,136.45250743675453,2.263408735123207,10.389622535452318,14.013511696715048,17.736591264876793,25.999622940211232,1.0044316197537118,-0.09751449440598954,-0.011012289603077808,15.73269878144376,0.5220578921113629,0.084250348464353,0.07529880994795822,2.6586861127341397,0.8563232566092396,39.68552195110922,263.54940163899494
X1,70.99182763928376,135.3010971255905,1.4936532457234803,10.502779190981155,14.122112387884687,18.50634675427652,25.24144297507228,1.1886613192860502,-0.061572997794533145,-0.010573567109229043,15.746197935100644,0.46232413717964665,0.09700704867010936,0.060787219766806816,2.571582823763089,0.7343921512034256,35.63705827364112,264.3067041591462
X1,70.49181220866177,136.4468776657182,2.2596450488705653,10.390175810037135,14.014042695108708,17.740354951129433,25.99591585198501,1.0053324029205832,-0.09733876000908204,-0.011010144488373771,15.732764784973115,0.5217658264939673,0.08431272179959341,0.07522785615390168,2.6582602249609772,0.8557270797303412,39.66572716263803,263.55310443699176
X1,70.08626070303748,134.26305530723204,0.9979205196676775,10.628152966924011,16.22716381515339,19.002079480332323,24.76963043839317,1.2678605316957459,-0.05874609801471233,-0.009251575199142098,15.753547255974263,0.30106067031249406,0.09986639212928712,0.0731509962193668,2.309247361989878,0.567222642634809,37.79768123838641,264.89065802282465
X1,73.13800774654264,135.664949109292,1.0112292178479023,10.589514595050433,13.06877429401155,18.9887707821521,23.121478897354937,1.4852184634114383,0.156350565694808,-0.011260320305777713,15.740793593884446,0.3638148280936293,0.1123444305016892,0.03446983984711115,2.1112353810996285,0.6003504222836112,37.08543207531648,268.79434476673885
X1,69.91197270295591,134.35957608384072,1.0817326295425185,10.62093965146467,16.41332284104638,18.91826737045748,24.853784006987976,1.2439637565904298,-0.06463626093417406,-0.009198222274146975,15.75194666822441,0.29561867196299135,0.09795635741446167,0.0768430186290294,2.298667476963345,0.5718750176943839,38.70232276401874,264.81756451558135
X1,72.30361595440534,134.07983353430276,0.43199907036088403,10.664190549408737,13.892981536482367,19.56800092963912,23.63998850189373,1.5039438537792302,0.05402162521677091,-0.010293432679213583,15.760131346415728,0.35930268583633,0.11708217987185343,0.03495328366039321,2.3143462418532,0.5467526181844062,31.400100601531847,266.7071566768624
X1,74.37383224131621,138.01267672727465,1.8691317177540623,10.47891142944379,11.848034218889126,18.130868282245938,22.353510089292936,1.4574841348756338,0.3079107947846176,-0.01269238546253182,15.712152290749364,0.3704977988251485,0.10532731123359408,0.03375380726873409,1.810406227170816,0.6797345674730139,45.506022932535856,271.8856960851187
X1,71.59659730293195,132.84919996229974,0.10677508264768402,10.699977156860614,14.99122881463978,19.893224917352317,24.406819488315563,1.4112949018670247,-8.868707955582067e-4,-0.009210621890006586,15.756132279764861,0.36514728563814425,0.11923998024559114,0.04334728563814424,2.4614232989862797,0.5439631994664902,31.68416734196234,268.0390354426438
X1,71.4367706959234,131.76715346628635,-0.2875953989018919,10.782078212196845,16.61446714480156,20.287595398901892,25.529369949314113,1.3202395962412237,-0.05935668090877589,-0.010064604352228343,15.803075544028543,0.361630576163996,0.08926895275791175,0.034803093471657484,2.234066899657273,0.5662680458884454,30.253059930817944,265.1888650468089
X1,70.66748177959495,131.45587032746926,0.008892057781270696,10.692302302950667,17.230166980264684,19.99110794221873,26.066191633681115,1.0736013298293576,-0.00976450031825807,-0.007263270897930488,15.710312256421894,0.39206654935213736,0.11838085480791051,0.07026654935213736,2.604897247078945,0.6251219158127206,42.209198528929406,275.9590264774757
X1,70.86156876284309,133.83368933821305,0.6250881716869539,10.660240899604,15.399048321758304,19.374911828313046,24.395279135019308,1.3741636755372166,-0.032544117483124135,-0.009488911979319527,15.760667359379585,0.3252690218905918,0.10836304885963909,0.056727291031088686,2.3563112454990627,0.5465268754033372,33.77344626105395,265.21580941166775
X1,68.340994324796,147.15487837574724,-4.347401428880124,10.109392418547486,15.021909002957168,24.347401428880122,31.907984538043102,0.8438053712903988,-0.1657061090308707,-0.005953803591895849,16.07,0.6133988027013838,0.031,0.0867,2.588914224176062,0.5662165961013176,84.41380420190534,272.7688138429029
X1,73.39699510432204,134.6541499936905,-0.6703789803485858,10.546985541162314,16.53492272858641,20.670378980348588,28.165484366394928,0.8940827837019694,-0.14329515428149606,-0.007707103176810778,16.077433715469667,0.5426353466839063,0.03181770870166365,0.08610530276242644,2.179130753449467,0.7294657366040861,87.33977798004598,260.90284980373036
X1,69.00034103454333,141.61458950064565,-2.8999031587618402,10.37383997100424,17.306686370550562,22.899903158761838,30.321066613431366,0.9249375069571659,-0.03571594184413551,-0.005493165484536439,16.025678318114952,0.5993103883359581,0.04210996825918555,0.08992070888364688,2.440153819894325,0.5057814471575431,92.17129274767647,274.64679275040515
X1,68.66044939921649,145.61456244809025,-5.091673708675965,10.313466808152734,16.357256262276184,25.091673708675962,32.99644743920813,0.8602296588746831,-0.14859477544347754,-0.005661012452794239,16.00761992447078,0.6802606660213787,0.04834945850656368,0.0917098998159403,2.585515352203953,0.5202781779601006,98.13289172001977,276.1273468992398
X1,68.95062041662547,145.03420253657742,-4.882302243313426,10.31595177568323,17.059688772015903,24.882302243313426,32.75055388048992,0.8596576341389213,-0.17330841644566972,-0.00602934318005573,16.071219789555762,0.6725063982845749,0.031134176851133816,0.08660241683553904,2.5734043526869033,0.5223555858935462,94.46242841960341,276.0287882633642
X1,71.15962848494631,128.84151415305817,3.6752661376369185,10.615482093600741,17.643698981716202,16.324733862363082,22.52800442094663,1.0935475512875243,0.3001209635160864,-0.005009051329363138,15.921939570577814,0.36831877715326844,0.06811381430849432,0.09745905787134544,1.9471181324328295,0.5621461666527204,83.53614856185028,264.4624141088594
X1,71.87683103420731,138.20296988178097,-2.110386820478784,10.467997769340826,16.714334168347694,22.110386820478784,29.733066593235193,0.8823132232960779,-0.15355634142237248,-0.007133496442227624,16.075309246082323,0.5870367568794173,0.0315840170690557,0.08627526031341404,2.313928336076508,0.6586571719238767,89.77492977059633,266.0742331864056
X1,68.4156680186555,146.2267738744497,-5.351065480448469,10.29545769925469,16.695637508956203,25.35106548044847,33.27126857030939,0.8571503387538716,-0.1614525748840999,-0.005677391815138981,16.03382690422237,0.6877132758882362,0.04106064226315357,0.08960515175464097,2.612942594450223,0.5040707989199785,97.17826153416236,277.33335934868313
X1,68.26561918411511,147.13108590125395,-4.737372684691497,10.155559995071892,15.635001335763164,24.737372684691497,32.407045016263886,0.8464099446183303,-0.16957056899184828,-0.005881117824604735,16.07,0.63762739179842165,0.031,0.0867,2.6066374371005456,0.5420122355933767,87.69200499250186,274.55276485811777
X1,69.24985191657622,141.36588526802504,-2.4183454572936984,10.381651326386631,16.183132467835257,22.418345457293697,29.592106955813847,0.8858855424910783,-0.1453210990664549,-0.0063184789217077195,16.07,0.5512830557948909,0.031,0.08615024095848202,2.16938287933073,0.49465369741576726,71.38079195952733,278.44136897046303
X1,72.85811165549055,135.9121722941595,-1.1808478215015032,10.518985140592745,16.598522347416427,21.1808478215015,28.721177092814187,0.8899105884584133,-0.1469326458025025,-0.007503765141475014,16.07668061163509,0.5583752168265637,0.03173486727986019,0.08616555106919259,2.226915191753372,0.7043647857976378,88.2030157193914,262.7360551578575
X1,68.63494069241044,147.24766376083159,-2.8265998345573435,9.92934908730695,12.630984586596025,22.826599834557342,29.961759118524565,0.8336481117215939,-0.15063557041483,-0.0062372619984671475,16.07,0.5189126671776175,0.031,0.0867,2.519797616040427,0.6606082454895601,71.6295466071332,265.81179968428796
X1,68.47212973160161,147.19627180856085,-3.6689411459357713,10.029071454976895,13.955269368912536,23.66894114593577,31.03973410108322,0.8392740128102946,-0.15898283761155324,-0.006080260107619688,16.07,0.5712466307934374,0.031,0.0867,2.5580799104253993,0.6083266158373561,78.71048888624446,269.6651494253208
X1,66.60307413283638,132.25975902641957,7.093313590477408,10.405016889635148,11.485364870937682,12.906686409522592,16.0614356892284,1.0071156443240121,0.01584362870412878,-0.01104216756024398,16.038192672021687,0.31044565682765096,0.03434096336010844,0.09298913136553019,1.862276995161036,0.742305217632791,42.92204580906085,264.68310971411967
X1,67.04925899393947,134.00685939597497,6.300255885847658,10.410381057150593,11.731127651910647,13.699744114152342,16.825964413552544,1.0026804667134768,0.07760647367245983,-0.010772460813657382,16.01421873899177,0.27987889221450313,0.034221093694958835,0.08687577844290062,2.1264397697344655,0.8387103958293562,36.22208071260543,264.9929727985314
X1,67.7197894048287,127.85096357078375,5.398463980661985,10.574746126280678,13.759235512520606,14.601536019338015,19.57342917753425,0.9911117139798589,-0.07805437159561553,-0.012297980964928866,15.974589522476307,0.36054104775236917,0.03601534287831746,0.09666621898566373,2.3923264599230607,0.7773835451345891,42.10436251198081,264.272
X1,67.33562245332996,135.12815630526813,5.791267868565768,10.413823804093363,11.888859314914304,14.208732131434232,17.316642402401378,0.9998339496881701,0.11724614657217171,-0.010599361805361696,15.998832160476596,0.26026100460765883,0.03414416080238297,0.08295220092153176,2.295980631748517,0.9005836746834917,31.922012848193457,265.19184432584
X1,70.52598354080297,130.3734412629739,4.620086262901802,10.559363668926084,13.757636989737,15.379913737098196,20.645001718285727,0.9601678347209701,-0.07805111383066979,-0.008185562486923299,16.07,0.2850628202445805,0.0316152483857004,0.08791256404891609,1.2957733148263069,0.5360995990404394,29.396020585094533,275.07415847343157
X1,67.40837267212117,128.2320284077122,5.899124299239833,10.542515082603181,13.285384957661806,14.100875700760167,18.748484257970144,0.9951009577228687,-0.07587563078212553,-0.012134319683164358,15.991978533663787,0.3588021466336213,0.035739164465339854,0.09747429656437598,2.231846344322851,0.747679022494331,43.873479594874475,264.272
X1,68.59543005819776,130.1888724837486,6.127544806687115,10.490322187447688,12.646594262015494,13.872455193312884,18.251352234339993,0.9827587431577499,-0.07294084593155421,-0.009560048335650936,16.07,0.3132574017569423,0.032848761326866226,0.09355148035138845,1.388145812506182,0.5695806645863689,38.98069808376813,270.4551811571689
X1,67.54777756296077,128.06144572407487,5.675005009141797,10.556943225517799,13.497502926725499,14.324994990858201,19.11776870669152,0.9933151831317226,-0.07685093844344375,-0.012207582230493426,15.984194388010074,0.3595805611989926,0.03586279501395766,0.0971125627369387,2.3036848508882106,0.7609761748345569,43.0815389317025,264.272
